SystemCodeNumber,Capacity,Occupancy,LastUpdated,OccupancyRate,Date,Time,DayOfWeek,Hour
BHMBRCBRG02,1194,656,2016-12-14 11:30:01,54.94137353433836,2016-12-14,11:30:01,Wed,11
BHMBRCBRG02,1194,711,2016-12-14 12:02:58,59.54773869346734,2016-12-14,12:02:58,Wed,12
BHMBRCBRG02,1194,755,2016-12-14 12:30:00,63.232830820770516,2016-12-14,12:30:00,Wed,12
BHMBRCBRG02,1194,802,2016-12-14 13:03:02,67.16917922948073,2016-12-14,13:03:02,Wed,13
BHMBRCBRG02,1194,848,2016-12-14 13:29:57,71.0217755443886,2016-12-14,13:29:57,Wed,13
BHMBRCBRG02,1194,860,2016-12-14 14:03:00,72.02680067001675,2016-12-14,14:03:00,Wed,14
BHMBRCBRG02,1194,850,2016-12-14 14:30:01,71.1892797319933,2016-12-14,14:30:01,Wed,14
BHMBRCBRG02,1194,812,2016-12-14 14:56:03,68.00670016750419,2016-12-14,14:56:03,Wed,14
BHMBRCBRG02,1194,758,2016-12-14 15:30:00,63.484087102177554,2016-12-14,15:30:00,Wed,15
BHMBRCBRG02,1194,688,2016-12-14 15:56:02,57.6214405360134,2016-12-14,15:56:02,Wed,15
BHMBRCBRG02,1194,627,2016-12-14 16:30:00,52.51256281407035,2016-12-14,16:30:00,Wed,16
BHMBRCBRG02,1194,110,2016-12-15 07:57:02,9.212730318257956,2016-12-15,07:57:02,Thu,7
BHMBRCBRG02,1194,145,2016-12-15 08:30:06,12.144053601340033,2016-12-15,08:30:06,Thu,8
BHMBRCBRG02,1194,181,2016-12-15 09:03:06,15.159128978224455,2016-12-15,09:03:06,Thu,9
BHMBRCBRG02,1194,234,2016-12-15 09:30:04,19.597989949748744,2016-12-15,09:30:04,Thu,9
BHMBRCBRG02,1194,318,2016-12-15 09:57:02,26.633165829145728,2016-12-15,09:57:02,Thu,9
BHMBRCBRG02,1194,465,2016-12-15 10:30:07,38.94472361809045,2016-12-15,10:30:07,Thu,10
BHMBRCBRG02,1194,605,2016-12-15 11:03:05,50.67001675041876,2016-12-15,11:03:05,Thu,11
BHMBRCBRG02,1194,693,2016-12-15 11:26:03,58.040201005025125,2016-12-15,11:26:03,Thu,11
BHMBRCBRG02,1194,788,2016-12-15 12:00:02,65.9966499162479,2016-12-15,12:00:02,Thu,12
BHMBRCBRG02,1194,815,2016-12-15 12:26:03,68.25795644891122,2016-12-15,12:26:03,Thu,12
BHMBRCBRG02,1194,852,2016-12-15 13:00:07,71.35678391959799,2016-12-15,13:00:07,Thu,13
BHMBRCBRG02,1194,859,2016-12-15 13:26:08,71.94304857621441,2016-12-15,13:26:08,Thu,13
BHMBRCBRG02,1194,867,2016-12-15 14:00:06,72.61306532663316,2016-12-15,14:00:06,Thu,14
BHMBRCBRG02,1194,866,2016-12-15 14:26:06,72.52931323283082,2016-12-15,14:26:06,Thu,14
BHMBRCBRG02,1194,818,2016-12-15 15:00:07,68.50921273031825,2016-12-15,15:00:07,Thu,15
BHMBRCBRG02,1194,763,2016-12-15 15:26:03,63.90284757118928,2016-12-15,15:26:03,Thu,15
BHMBRCBRG02,1194,694,2016-12-15 16:03:03,58.12395309882747,2016-12-15,16:03:03,Thu,16
BHMBRCBRG02,1194,641,2016-12-15 16:30:07,53.685092127303186,2016-12-15,16:30:07,Thu,16
BHMBRCBRG02,1194,109,2016-12-16 07:59:09,9.128978224455611,2016-12-16,07:59:09,Fri,7
BHMBRCBRG02,1194,140,2016-12-16 08:30:12,11.725293132328309,2016-12-16,08:30:12,Fri,8
BHMBRCBRG02,1194,192,2016-12-16 09:03:07,16.08040201005025,2016-12-16,09:03:07,Fri,9
BHMBRCBRG02,1194,254,2016-12-16 09:30:12,21.273031825795645,2016-12-16,09:30:12,Fri,9
BHMBRCBRG02,1194,382,2016-12-16 10:03:09,31.99329983249581,2016-12-16,10:03:09,Fri,10
BHMBRCBRG02,1194,495,2016-12-16 10:29:08,41.45728643216081,2016-12-16,10:29:08,Fri,10
BHMBRCBRG02,1194,611,2016-12-16 11:03:08,51.17252931323283,2016-12-16,11:03:08,Fri,11
BHMBRCBRG02,1194,693,2016-12-16 11:30:10,58.040201005025125,2016-12-16,11:30:10,Fri,11
BHMBRCBRG02,1194,783,2016-12-16 11:56:10,65.57788944723617,2016-12-16,11:56:10,Fri,11
BHMBRCBRG02,1194,858,2016-12-16 12:30:11,71.85929648241206,2016-12-16,12:30:11,Fri,12
BHMBRCBRG02,1194,918,2016-12-16 12:56:12,76.88442211055276,2016-12-16,12:56:12,Fri,12
BHMBRCBRG02,1194,984,2016-12-16 13:30:12,82.41206030150754,2016-12-16,13:30:12,Fri,13
BHMBRCBRG02,1194,986,2016-12-16 13:56:11,82.57956448911223,2016-12-16,13:56:11,Fri,13
BHMBRCBRG02,1194,995,2016-12-16 14:30:10,83.33333333333333,2016-12-16,14:30:10,Fri,14
BHMBRCBRG02,1194,951,2016-12-16 14:56:11,79.64824120603015,2016-12-16,14:56:11,Fri,14
BHMBRCBRG02,1194,911,2016-12-16 15:30:10,76.29815745393635,2016-12-16,15:30:10,Fri,15
BHMBRCBRG02,1194,842,2016-12-16 16:03:11,70.51926298157454,2016-12-16,16:03:11,Fri,16
BHMBRCBRG02,1194,775,2016-12-16 16:30:12,64.90787269681742,2016-12-16,16:30:12,Fri,16
BHMBRCBRG02,1194,69,2016-12-17 07:59:15,5.778894472361809,2016-12-17,07:59:15,Sat,7
BHMBRCBRG02,1194,83,2016-12-17 08:26:15,6.95142378559464,2016-12-17,08:26:15,Sat,8
BHMBRCBRG02,1194,178,2016-12-17 09:00:13,14.90787269681742,2016-12-17,09:00:13,Sat,9
BHMBRCBRG02,1194,300,2016-12-17 09:26:17,25.12562814070352,2016-12-17,09:26:17,Sat,9
BHMBRCBRG02,1194,445,2016-12-17 09:59:17,37.26968174204355,2016-12-17,09:59:17,Sat,9
BHMBRCBRG02,1194,593,2016-12-17 10:33:17,49.664991624790616,2016-12-17,10:33:17,Sat,10
BHMBRCBRG02,1194,705,2016-12-17 11:00:17,59.04522613065327,2016-12-17,11:00:17,Sat,11
BHMBRCBRG02,1194,795,2016-12-17 11:33:16,66.58291457286433,2016-12-17,11:33:16,Sat,11
BHMBRCBRG02,1194,913,2016-12-17 12:00:17,76.46566164154103,2016-12-17,12:00:17,Sat,12
BHMBRCBRG02,1194,1034,2016-12-17 12:26:17,86.59966499162479,2016-12-17,12:26:17,Sat,12
BHMBRCBRG02,1194,1158,2016-12-17 13:00:18,96.98492462311557,2016-12-17,13:00:18,Sat,13
BHMBRCBRG02,1194,1194,2016-12-17 13:27:17,100.0,2016-12-17,13:27:17,Sat,13
BHMBRCBRG02,1194,1194,2016-12-17 14:30:19,100.0,2016-12-17,14:30:19,Sat,14
BHMBRCBRG02,1194,1186,2016-12-17 15:30:19,99.32998324958123,2016-12-17,15:30:19,Sat,15
BHMBRCBRG02,1194,1181,2016-12-17 15:57:15,98.91122278056952,2016-12-17,15:57:15,Sat,15
BHMBRCBRG02,1194,1141,2016-12-17 16:30:16,95.56113902847571,2016-12-17,16:30:16,Sat,16
BHMBRCBRG02,1194,64,2016-12-18 08:03:24,5.360134003350084,2016-12-18,08:03:24,Sun,8
BHMBRCBRG02,1194,68,2016-12-18 08:30:20,5.695142378559464,2016-12-18,08:30:20,Sun,8
BHMBRCBRG02,1194,69,2016-12-18 08:43:20,5.778894472361809,2016-12-18,08:43:20,Sun,8
BHMBRCBRG02,1194,84,2016-12-18 09:30:21,7.035175879396985,2016-12-18,09:30:21,Sun,9
BHMBRCBRG02,1194,136,2016-12-18 09:56:24,11.390284757118929,2016-12-18,09:56:24,Sun,9
BHMBRCBRG02,1194,291,2016-12-18 10:30:23,24.371859296482413,2016-12-18,10:30:23,Sun,10
BHMBRCBRG02,1194,554,2016-12-18 11:03:25,46.39865996649916,2016-12-18,11:03:25,Sun,11
BHMBRCBRG02,1194,762,2016-12-18 11:30:22,63.81909547738694,2016-12-18,11:30:22,Sun,11
BHMBRCBRG02,1194,995,2016-12-18 12:03:23,83.33333333333333,2016-12-18,12:03:23,Sun,12
BHMBRCBRG02,1194,1166,2016-12-18 12:30:25,97.65494137353434,2016-12-18,12:30:25,Sun,12
BHMBRCBRG02,1194,1193,2016-12-18 13:30:26,99.91624790619765,2016-12-18,13:30:26,Sun,13
BHMBRCBRG02,1194,1194,2016-12-18 14:30:27,100.0,2016-12-18,14:30:27,Sun,14
BHMBRCBRG02,1194,1191,2016-12-18 14:56:25,99.74874371859296,2016-12-18,14:56:25,Sun,14
BHMBRCBRG02,1194,1155,2016-12-18 15:30:24,96.73366834170854,2016-12-18,15:30:24,Sun,15
BHMBRCBRG02,1194,1020,2016-12-18 16:03:27,85.42713567839196,2016-12-18,16:03:27,Sun,16
BHMBRCBRG02,1194,858,2016-12-18 16:30:25,71.85929648241206,2016-12-18,16:30:25,Sun,16
BHMBRCBRG02,1194,59,2016-12-19 08:03:29,4.941373534338358,2016-12-19,08:03:29,Mon,8
BHMBRCBRG02,1194,77,2016-12-19 08:30:28,6.44891122278057,2016-12-19,08:30:28,Mon,8
BHMBRCBRG02,1194,115,2016-12-19 09:03:33,9.631490787269682,2016-12-19,09:03:33,Mon,9
BHMBRCBRG02,1194,181,2016-12-19 09:30:30,15.159128978224455,2016-12-19,09:30:30,Mon,9
BHMBRCBRG02,1194,246,2016-12-19 09:56:32,20.603015075376884,2016-12-19,09:56:32,Mon,9
BHMBRCBRG02,1194,402,2016-12-19 10:30:33,33.66834170854271,2016-12-19,10:30:33,Mon,10
BHMBRCBRG02,1194,571,2016-12-19 11:03:31,47.82244556113903,2016-12-19,11:03:31,Mon,11
BHMBRCBRG02,1194,708,2016-12-19 11:30:30,59.2964824120603,2016-12-19,11:30:30,Mon,11
BHMBRCBRG02,1194,888,2016-12-19 12:03:32,74.37185929648241,2016-12-19,12:03:32,Mon,12
BHMBRCBRG02,1194,1020,2016-12-19 12:30:32,85.42713567839196,2016-12-19,12:30:32,Mon,12
BHMBRCBRG02,1194,1140,2016-12-19 13:03:30,95.47738693467336,2016-12-19,13:03:30,Mon,13
BHMBRCBRG02,1194,1186,2016-12-19 13:30:35,99.32998324958123,2016-12-19,13:30:35,Mon,13
BHMBRCBRG02,1194,1194,2016-12-19 14:03:31,100.0,2016-12-19,14:03:31,Mon,14
BHMBRCBRG02,1194,1189,2016-12-19 14:30:33,99.58123953098827,2016-12-19,14:30:33,Mon,14
BHMBRCBRG02,1194,1117,2016-12-19 15:03:34,93.55108877721943,2016-12-19,15:03:34,Mon,15
BHMBRCBRG02,1194,1043,2016-12-19 15:29:33,87.35343383584589,2016-12-19,15:29:33,Mon,15
BHMBRCBRG02,1194,920,2016-12-19 16:03:35,77.05192629815745,2016-12-19,16:03:35,Mon,16
BHMBRCBRG02,1194,851,2016-12-19 16:30:35,71.27303182579564,2016-12-19,16:30:35,Mon,16
BHMBRCBRG03,849,66,2016-10-04 07:59:42,7.773851590106007,2016-10-04,07:59:42,Tue,7
BHMBRCBRG03,849,77,2016-10-04 08:25:42,9.069493521790342,2016-10-04,08:25:42,Tue,8
BHMBRCBRG03,849,98,2016-10-04 08:59:42,11.54299175500589,2016-10-04,08:59:42,Tue,8
BHMBRCBRG03,849,114,2016-10-04 09:32:46,13.42756183745583,2016-10-04,09:32:46,Tue,9
BHMBRCBRG03,849,151,2016-10-04 09:59:48,17.785630153121318,2016-10-04,09:59:48,Tue,9
BHMBRCBRG03,849,175,2016-10-04 10:26:49,20.61248527679623,2016-10-04,10:26:49,Tue,10
BHMBRCBRG03,849,211,2016-10-04 10:59:48,24.852767962308597,2016-10-04,10:59:48,Tue,10
BHMBRCBRG03,849,228,2016-10-04 11:19:43,26.85512367491166,2016-10-04,11:19:43,Tue,11
BHMBRCBRG03,849,271,2016-10-04 12:29:45,31.919905771495877,2016-10-04,12:29:45,Tue,12
BHMBRCBRG03,849,289,2016-10-04 13:02:48,34.04004711425206,2016-10-04,13:02:48,Tue,13
BHMBRCBRG03,849,288,2016-10-04 13:29:45,33.92226148409894,2016-10-04,13:29:45,Tue,13
BHMBRCBRG03,849,286,2016-10-04 14:02:47,33.686690223792695,2016-10-04,14:02:47,Tue,14
BHMBRCBRG03,849,275,2016-10-04 14:29:49,32.391048292108366,2016-10-04,14:29:49,Tue,14
BHMBRCBRG03,849,261,2016-10-04 14:57:13,30.742049469964666,2016-10-04,14:57:13,Tue,14
BHMBRCBRG03,849,230,2016-10-04 15:30:14,27.090694935217904,2016-10-04,15:30:14,Tue,15
BHMBRCBRG03,849,208,2016-10-04 16:04:12,24.499411071849234,2016-10-04,16:04:12,Tue,16
BHMBRCBRG03,849,190,2016-10-04 16:31:14,22.37926972909305,2016-10-04,16:31:14,Tue,16
BHMBRCBRG03,849,68,2016-10-12 08:04:00,8.00942285041225,2016-10-12,08:04:00,Wed,8
BHMBRCBRG03,849,78,2016-10-12 08:31:01,9.187279151943462,2016-10-12,08:31:01,Wed,8
BHMBRCBRG03,849,91,2016-10-12 09:03:59,10.71849234393404,2016-10-12,09:03:59,Wed,9
BHMBRCBRG03,849,118,2016-10-12 09:26:58,13.898704358068315,2016-10-12,09:26:58,Wed,9
BHMBRCBRG03,849,144,2016-10-12 10:01:04,16.96113074204947,2016-10-12,10:01:04,Wed,10
BHMBRCBRG03,849,179,2016-10-12 10:31:04,21.083627797408717,2016-10-12,10:31:04,Wed,10
BHMBRCBRG03,849,199,2016-10-12 11:04:01,23.439340400471142,2016-10-12,11:04:01,Wed,11
BHMBRCBRG03,849,200,2016-10-12 11:31:05,23.557126030624264,2016-10-12,11:31:05,Wed,11
BHMBRCBRG03,849,229,2016-10-12 12:04:04,26.972909305064782,2016-10-12,12:04:04,Wed,12
BHMBRCBRG03,849,229,2016-10-12 12:31:05,26.972909305064782,2016-10-12,12:31:05,Wed,12
BHMBRCBRG03,849,245,2016-10-12 13:04:04,28.857479387514722,2016-10-12,13:04:04,Wed,13
BHMBRCBRG03,849,237,2016-10-12 13:34:03,27.915194346289752,2016-10-12,13:34:03,Wed,13
BHMBRCBRG03,849,241,2016-10-12 14:03:59,28.386336866902237,2016-10-12,14:03:59,Wed,14
BHMBRCBRG03,849,232,2016-10-12 14:34:04,27.326266195524145,2016-10-12,14:34:04,Wed,14
BHMBRCBRG03,849,213,2016-10-12 15:01:03,25.08833922261484,2016-10-12,15:01:03,Wed,15
BHMBRCBRG03,849,190,2016-10-12 15:30:59,22.37926972909305,2016-10-12,15:30:59,Wed,15
BHMBRCBRG03,849,181,2016-10-12 15:57:05,21.319199057714957,2016-10-12,15:57:05,Wed,15
BHMBRCBRG03,849,158,2016-10-12 16:31:05,18.61012956419317,2016-10-12,16:31:05,Wed,16
BHMBRCBRG03,849,66,2016-10-13 07:57:02,7.773851590106007,2016-10-13,07:57:02,Thu,7
BHMBRCBRG03,849,74,2016-10-13 08:31:06,8.716136631330977,2016-10-13,08:31:06,Thu,8
BHMBRCBRG03,849,95,2016-10-13 09:04:02,11.189634864546525,2016-10-13,09:04:02,Thu,9
BHMBRCBRG03,849,125,2016-10-13 09:31:01,14.723203769140165,2016-10-13,09:31:01,Thu,9
BHMBRCBRG03,849,154,2016-10-13 09:57:08,18.138987043580684,2016-10-13,09:57:08,Thu,9
BHMBRCBRG03,849,182,2016-10-13 10:31:03,21.43698468786808,2016-10-13,10:31:03,Thu,10
BHMBRCBRG03,849,204,2016-10-13 11:04:08,24.02826855123675,2016-10-13,11:04:08,Thu,11
BHMBRCBRG03,849,223,2016-10-13 11:31:06,26.266195524146053,2016-10-13,11:31:06,Thu,11
BHMBRCBRG03,849,232,2016-10-13 11:57:06,27.326266195524145,2016-10-13,11:57:06,Thu,11
BHMBRCBRG03,849,240,2016-10-13 12:31:08,28.268551236749115,2016-10-13,12:31:08,Thu,12
BHMBRCBRG03,849,261,2016-10-13 13:04:04,30.742049469964666,2016-10-13,13:04:04,Thu,13
BHMBRCBRG03,849,263,2016-10-13 13:31:08,30.977620730270907,2016-10-13,13:31:08,Thu,13
BHMBRCBRG03,849,259,2016-10-13 13:57:07,30.50647820965842,2016-10-13,13:57:07,Thu,13
BHMBRCBRG03,849,251,2016-10-13 14:31:06,29.56419316843345,2016-10-13,14:31:06,Thu,14
BHMBRCBRG03,849,246,2016-10-13 15:04:08,28.975265017667844,2016-10-13,15:04:08,Thu,15
BHMBRCBRG03,849,237,2016-10-13 15:31:08,27.915194346289752,2016-10-13,15:31:08,Thu,15
BHMBRCBRG03,849,237,2016-10-13 16:04:08,27.915194346289752,2016-10-13,16:04:08,Thu,16
BHMBRCBRG03,849,208,2016-10-13 16:31:08,24.499411071849234,2016-10-13,16:31:08,Thu,16
BHMBRCBRG03,849,71,2016-10-14 08:01:05,8.362779740871614,2016-10-14,08:01:05,Fri,8
BHMBRCBRG03,849,86,2016-10-14 08:27:10,10.129564193168433,2016-10-14,08:27:10,Fri,8
BHMBRCBRG03,849,101,2016-10-14 09:01:08,11.896348645465253,2016-10-14,09:01:08,Fri,9
BHMBRCBRG03,849,136,2016-10-14 09:27:10,16.0188457008245,2016-10-14,09:27:10,Fri,9
BHMBRCBRG03,849,174,2016-10-14 10:01:11,20.49469964664311,2016-10-14,10:01:11,Fri,10
BHMBRCBRG03,849,190,2016-10-14 10:27:09,22.37926972909305,2016-10-14,10:27:09,Fri,10
BHMBRCBRG03,849,211,2016-10-14 11:01:07,24.852767962308597,2016-10-14,11:01:07,Fri,11
BHMBRCBRG03,849,237,2016-10-14 11:27:06,27.915194346289752,2016-10-14,11:27:06,Fri,11
BHMBRCBRG03,849,250,2016-10-14 12:01:11,29.44640753828033,2016-10-14,12:01:11,Fri,12
BHMBRCBRG03,849,262,2016-10-14 12:27:06,30.859835100117785,2016-10-14,12:27:06,Fri,12
BHMBRCBRG03,849,268,2016-10-14 13:01:11,31.566548881036514,2016-10-14,13:01:11,Fri,13
BHMBRCBRG03,849,272,2016-10-14 13:27:07,32.037691401649,2016-10-14,13:27:07,Fri,13
BHMBRCBRG03,849,260,2016-10-14 14:01:11,30.624263839811544,2016-10-14,14:01:11,Fri,14
BHMBRCBRG03,849,234,2016-10-14 14:34:08,27.56183745583039,2016-10-14,14:34:08,Fri,14
BHMBRCBRG03,849,216,2016-10-14 15:01:12,25.441696113074205,2016-10-14,15:01:12,Fri,15
BHMBRCBRG03,849,204,2016-10-14 15:27:08,24.02826855123675,2016-10-14,15:27:08,Fri,15
BHMBRCBRG03,849,188,2016-10-14 16:01:11,22.14369846878681,2016-10-14,16:01:11,Fri,16
BHMBRCBRG03,849,174,2016-10-14 16:34:08,20.49469964664311,2016-10-14,16:34:08,Fri,16
BHMBRCBRG03,849,53,2016-10-15 08:01:11,6.24263839811543,2016-10-15,08:01:11,Sat,8
BHMBRCBRG03,849,69,2016-10-15 08:34:10,8.12720848056537,2016-10-15,08:34:10,Sat,8
BHMBRCBRG03,849,94,2016-10-15 09:01:09,11.071849234393405,2016-10-15,09:01:09,Sat,9
BHMBRCBRG03,849,127,2016-10-15 09:27:11,14.958775029446407,2016-10-15,09:27:11,Sat,9
BHMBRCBRG03,849,165,2016-10-15 10:01:12,19.434628975265017,2016-10-15,10:01:12,Sat,10
BHMBRCBRG03,849,193,2016-10-15 10:27:15,22.732626619552416,2016-10-15,10:27:15,Sat,10
BHMBRCBRG03,849,227,2016-10-15 11:01:14,26.73733804475854,2016-10-15,11:01:14,Sat,11
BHMBRCBRG03,849,250,2016-10-15 11:27:14,29.44640753828033,2016-10-15,11:27:14,Sat,11
BHMBRCBRG03,849,309,2016-10-15 12:01:12,36.39575971731449,2016-10-15,12:01:12,Sat,12
BHMBRCBRG03,849,331,2016-10-15 12:27:10,38.98704358068316,2016-10-15,12:27:10,Sat,12
BHMBRCBRG03,849,389,2016-10-15 13:01:14,45.81861012956419,2016-10-15,13:01:14,Sat,13
BHMBRCBRG03,849,414,2016-10-15 13:34:13,48.763250883392224,2016-10-15,13:34:13,Sat,13
BHMBRCBRG03,849,442,2016-10-15 14:01:13,52.06124852767962,2016-10-15,14:01:13,Sat,14
BHMBRCBRG03,849,474,2016-10-15 14:27:12,55.830388692579504,2016-10-15,14:27:12,Sat,14
BHMBRCBRG03,849,465,2016-10-15 15:01:13,54.77031802120141,2016-10-15,15:01:13,Sat,15
BHMBRCBRG03,849,461,2016-10-15 15:27:12,54.29917550058893,2016-10-15,15:27:12,Sat,15
BHMBRCBRG03,849,430,2016-10-15 16:01:15,50.647820965842165,2016-10-15,16:01:15,Sat,16
BHMBRCBRG03,849,392,2016-10-15 16:27:16,46.17196702002356,2016-10-15,16:27:16,Sat,16
BHMBRCBRG03,849,30,2016-10-16 08:04:13,3.5335689045936394,2016-10-16,08:04:13,Sun,8
BHMBRCBRG03,849,35,2016-10-16 08:27:13,4.122497055359246,2016-10-16,08:27:13,Sun,8
BHMBRCBRG03,849,58,2016-10-16 09:01:15,6.831566548881036,2016-10-16,09:01:15,Sun,9
BHMBRCBRG03,849,82,2016-10-16 09:27:13,9.658421672555948,2016-10-16,09:27:13,Sun,9
BHMBRCBRG03,849,109,2016-10-16 10:04:13,12.838633686690224,2016-10-16,10:04:13,Sun,10
BHMBRCBRG03,849,127,2016-10-16 10:34:13,14.958775029446407,2016-10-16,10:34:13,Sun,10
BHMBRCBRG03,849,167,2016-10-16 11:01:13,19.67020023557126,2016-10-16,11:01:13,Sun,11
BHMBRCBRG03,849,201,2016-10-16 11:27:17,23.674911660777386,2016-10-16,11:27:17,Sun,11
BHMBRCBRG03,849,230,2016-10-16 12:01:16,27.090694935217904,2016-10-16,12:01:16,Sun,12
BHMBRCBRG03,849,241,2016-10-16 12:27:14,28.386336866902237,2016-10-16,12:27:14,Sun,12
BHMBRCBRG03,849,251,2016-10-16 13:01:16,29.56419316843345,2016-10-16,13:01:16,Sun,13
BHMBRCBRG03,849,265,2016-10-16 13:27:17,31.21319199057715,2016-10-16,13:27:17,Sun,13
BHMBRCBRG03,849,272,2016-10-16 14:01:18,32.037691401649,2016-10-16,14:01:18,Sun,14
BHMBRCBRG03,849,274,2016-10-16 14:34:14,32.27326266195524,2016-10-16,14:34:14,Sun,14
BHMBRCBRG03,849,257,2016-10-16 15:01:18,30.270906949352177,2016-10-16,15:01:18,Sun,15
BHMBRCBRG03,849,244,2016-10-16 15:31:18,28.739693757361604,2016-10-16,15:31:18,Sun,15
BHMBRCBRG03,849,224,2016-10-16 15:57:16,26.383981154299175,2016-10-16,15:57:16,Sun,15
BHMBRCBRG03,849,180,2016-10-16 16:31:17,21.20141342756184,2016-10-16,16:31:17,Sun,16
BHMBRCBRG03,849,63,2016-10-17 08:01:16,7.420494699646643,2016-10-17,08:01:16,Mon,8
BHMBRCBRG03,849,75,2016-10-17 08:27:16,8.8339222614841,2016-10-17,08:27:16,Mon,8
BHMBRCBRG03,849,89,2016-10-17 09:01:17,10.482921083627797,2016-10-17,09:01:17,Mon,9
BHMBRCBRG03,849,109,2016-10-17 09:27:20,12.838633686690224,2016-10-17,09:27:20,Mon,9
BHMBRCBRG03,849,142,2016-10-17 10:04:20,16.72555948174323,2016-10-17,10:04:20,Mon,10
BHMBRCBRG03,849,165,2016-10-17 10:31:16,19.434628975265017,2016-10-17,10:31:16,Mon,10
BHMBRCBRG03,849,187,2016-10-17 11:04:20,22.025912838633687,2016-10-17,11:04:20,Mon,11
BHMBRCBRG03,849,204,2016-10-17 11:31:18,24.02826855123675,2016-10-17,11:31:18,Mon,11
BHMBRCBRG03,849,222,2016-10-17 12:04:19,26.148409893992934,2016-10-17,12:04:19,Mon,12
BHMBRCBRG03,849,217,2016-10-17 12:31:21,25.559481743227327,2016-10-17,12:31:21,Mon,12
BHMBRCBRG03,849,229,2016-10-17 12:57:17,26.972909305064782,2016-10-17,12:57:17,Mon,12
BHMBRCBRG03,849,242,2016-10-17 13:31:21,28.50412249705536,2016-10-17,13:31:21,Mon,13
BHMBRCBRG03,849,251,2016-10-17 14:04:21,29.56419316843345,2016-10-17,14:04:21,Mon,14
BHMBRCBRG03,849,233,2016-10-17 14:31:21,27.444051825677267,2016-10-17,14:31:21,Mon,14
BHMBRCBRG03,849,213,2016-10-17 14:57:18,25.08833922261484,2016-10-17,14:57:18,Mon,14
BHMBRCBRG03,849,204,2016-10-17 15:31:21,24.02826855123675,2016-10-17,15:31:21,Mon,15
BHMBRCBRG03,849,193,2016-10-17 15:57:17,22.732626619552416,2016-10-17,15:57:17,Mon,15
BHMBRCBRG03,849,171,2016-10-17 16:28:21,20.141342756183747,2016-10-17,16:28:21,Mon,16
BHMBRCBRG03,849,61,2016-10-18 08:01:23,7.184923439340401,2016-10-18,08:01:23,Tue,8
BHMBRCBRG03,849,68,2016-10-18 08:28:25,8.00942285041225,2016-10-18,08:28:25,Tue,8
BHMBRCBRG03,849,88,2016-10-18 09:01:23,10.365135453474677,2016-10-18,09:01:23,Tue,9
BHMBRCBRG03,849,117,2016-10-18 09:28:22,13.780918727915195,2016-10-18,09:28:22,Tue,9
BHMBRCBRG03,849,158,2016-10-18 10:01:25,18.61012956419317,2016-10-18,10:01:25,Tue,10
BHMBRCBRG03,849,180,2016-10-18 10:28:58,21.20141342756184,2016-10-18,10:28:58,Tue,10
BHMBRCBRG03,849,211,2016-10-18 11:01:57,24.852767962308597,2016-10-18,11:01:57,Tue,11
BHMBRCBRG03,849,235,2016-10-18 11:27:56,27.67962308598351,2016-10-18,11:27:56,Tue,11
BHMBRCBRG03,849,276,2016-10-18 12:01:59,32.50883392226148,2016-10-18,12:01:59,Tue,12
BHMBRCBRG03,849,281,2016-10-18 12:27:57,33.09776207302709,2016-10-18,12:27:57,Tue,12
BHMBRCBRG03,849,295,2016-10-18 13:01:56,34.74676089517079,2016-10-18,13:01:56,Tue,13
BHMBRCBRG03,849,304,2016-10-18 13:28:57,35.80683156654888,2016-10-18,13:28:57,Tue,13
BHMBRCBRG03,849,304,2016-10-18 13:54:59,35.80683156654888,2016-10-18,13:54:59,Tue,13
BHMBRCBRG03,849,279,2016-10-18 14:27:56,32.86219081272085,2016-10-18,14:27:56,Tue,14
BHMBRCBRG03,849,251,2016-10-18 15:01:58,29.56419316843345,2016-10-18,15:01:58,Tue,15
BHMBRCBRG03,849,224,2016-10-18 15:27:59,26.383981154299175,2016-10-18,15:27:59,Tue,15
BHMBRCBRG03,849,196,2016-10-18 15:55:00,23.08598351001178,2016-10-18,15:55:00,Tue,15
BHMBRCBRG03,849,169,2016-10-18 16:27:54,19.905771495877502,2016-10-18,16:27:54,Tue,16
BHMBRCBRG03,849,71,2016-10-19 08:05:03,8.362779740871614,2016-10-19,08:05:03,Wed,8
BHMBRCBRG03,849,79,2016-10-19 08:25:01,9.305064782096585,2016-10-19,08:25:01,Wed,8
BHMBRCBRG03,849,94,2016-10-19 08:58:05,11.071849234393405,2016-10-19,08:58:05,Wed,8
BHMBRCBRG03,849,121,2016-10-19 09:32:04,14.25206124852768,2016-10-19,09:32:04,Wed,9
BHMBRCBRG03,849,151,2016-10-19 09:58:04,17.785630153121318,2016-10-19,09:58:04,Wed,9
BHMBRCBRG03,849,182,2016-10-19 10:25:04,21.43698468786808,2016-10-19,10:25:04,Wed,10
BHMBRCBRG03,849,200,2016-10-19 10:59:00,23.557126030624264,2016-10-19,10:59:00,Wed,10
BHMBRCBRG03,849,223,2016-10-19 11:25:04,26.266195524146053,2016-10-19,11:25:04,Wed,11
BHMBRCBRG03,849,238,2016-10-19 11:59:05,28.032979976442874,2016-10-19,11:59:05,Wed,11
BHMBRCBRG03,849,251,2016-10-19 12:25:00,29.56419316843345,2016-10-19,12:25:00,Wed,12
BHMBRCBRG03,849,259,2016-10-19 12:58:01,30.50647820965842,2016-10-19,12:58:01,Wed,12
